"渠道","展示名称","配置 ID（保留）","实际 API model ID / 调用标识","固定版本 / 滚动别名","已核对具体版本 / 目录身份","核对日期","核对依据","ID 证据","范围 / 可选状态","说明"
"Replicate","FLUX-kontext-max","black-forest-labs/flux-kontext-max","/v1/models/black-forest-labs/flux-kontext-max/predictions","滚动别名","6dacf77fd72f1444c9454ab75116a8ebf08a9b98c4cf3a497e85a4054093369c","2026-09-21","https://replicate.com/black-forest-labs/flux-kontext-max/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","FLUX-kontext-pro","black-forest-labs/flux-kontext-pro","/v1/models/black-forest-labs/flux-kontext-pro/predictions","滚动别名","262c00321c0fbfdf8c56c524a2e74497b0f85ef0f3a6cd85d664858b1d7609f3","2026-09-21","https://replicate.com/black-forest-labs/flux-kontext-pro/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","FLUX-pro","black-forest-labs/flux-pro","/v1/models/black-forest-labs/flux-pro/predictions","滚动别名","e25ddfd549bcf36deb4ca206110a8226eb8133fd0a61db1f58f61da238058b44","2026-09-21","https://replicate.com/black-forest-labs/flux-pro/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","FLUX-schnell","black-forest-labs/flux-schnell","/v1/models/black-forest-labs/flux-schnell/predictions","滚动别名","d9fbf23e0a34bb6134f86d3e24f48c0dd96332378da307b5e9b60a9d47e4a9c2","2026-09-21","https://replicate.com/black-forest-labs/flux-schnell/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","fibo","bria/fibo","/v1/models/bria/fibo/predictions","滚动别名","2dc9cb5a01fcd5d9f4ee0ef026506aeb51bb5ba8327a1abc12a36964ba9927b4","2026-09-21","https://replicate.com/bria/fibo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","fibo-edit","bria/fibo-edit","/v1/models/bria/fibo-edit/predictions","滚动别名","bf795cdfee7beeb9fd7604b8232496d56fbfbe4b24a58ca5c9584939fdb7faa7","2026-09-21","https://replicate.com/bria/fibo-edit/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","image-3.2","bria/image-3.2","/v1/models/bria/image-3.2/predictions","滚动别名","2a1b586bbc02923f2c8a51cd148ae5bc1f0334e3ff1286b41342414603c2f1fc","2026-09-21","https://replicate.com/bria/image-3.2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","bagel","bytedance/bagel","version=7dd8def79e503990740db4704fa81af995d440fefe714958531d7044d2757c9c","固定版本","7dd8def79e503990740db4704fa81af995d440fefe714958531d7044d2757c9c","2026-09-21","https://replicate.com/bytedance/bagel/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","sdxl-lightning-4step","bytedance/sdxl-lightning-4step","version=6f7a773af6fc3e8de9d5a3c00be77c17308914bf67772726aff83496ba1e3bbe","固定版本","6f7a773af6fc3e8de9d5a3c00be77c17308914bf67772726aff83496ba1e3bbe","2026-09-21","https://replicate.com/bytedance/sdxl-lightning-4step/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","Seedream-3","bytedance/seedream-3","/v1/models/bytedance/seedream-3/predictions","滚动别名","b58067d52d7d90a72e6cf9e8a7a0ac745b588b419292e43fe19fa706155f083f","2026-09-21","https://replicate.com/bytedance/seedream-3/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Seedream-4","bytedance/seedream-4","/v1/models/bytedance/seedream-4/predictions","滚动别名","c178abd1fdc4aaa1b528f65e595a6af4890915803fe0f971e4faf73c8a35a977","2026-09-21","https://replicate.com/bytedance/seedream-4/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Seedream-4.5","bytedance/seedream-4.5","/v1/models/bytedance/seedream-4.5/predictions","滚动别名","a67556c08de5fd141ebfa4a4f4472c2dc2b4dd7e06b6d2bec90e813aa9659ae4","2026-09-21","https://replicate.com/bytedance/seedream-4.5/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Seedream-5-lite","bytedance/seedream-5-lite","/v1/models/bytedance/seedream-5-lite/predictions","滚动别名","ce2c7243315737668472ad9b595bc800440d1d359b0ca7bb5de7ece2a88c2662","2026-09-21","https://replicate.com/bytedance/seedream-5-lite/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","datacte · proteus-v0.2","datacte/proteus-v0.2","version=06775cd262843edbde5abab958abdbb65a0a6b58ca301c9fd78fa55c775fc019","固定版本","06775cd262843edbde5abab958abdbb65a0a6b58ca301c9fd78fa55c775fc019","2026-09-21","https://replicate.com/datacte/proteus-v0.2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","datacte · proteus-v0.3","datacte/proteus-v0.3","version=b28b79d725c8548b173b6a19ff9bffd16b9b80df5b18b8dc5cb9e1ee471bfa48","固定版本","b28b79d725c8548b173b6a19ff9bffd16b9b80df5b18b8dc5cb9e1ee471bfa48","2026-09-21","https://replicate.com/datacte/proteus-v0.3/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","fofr · latent-consistency-model","fofr/latent-consistency-model","version=683d19dc312f7a9f0428b04429a9ccefd28dbf7785fef083ad5cf991b65f406f","固定版本","683d19dc312f7a9f0428b04429a9ccefd28dbf7785fef083ad5cf991b65f406f","2026-09-21","https://replicate.com/fofr/latent-consistency-model/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","fofr · sdxl-emoji","fofr/sdxl-emoji","version=dee76b5afde21b0f01ed7925f0665b7e879c50ee718c5f78a9d38e04d523cc5e","固定版本","dee76b5afde21b0f01ed7925f0665b7e879c50ee718c5f78a9d38e04d523cc5e","2026-09-21","https://replicate.com/fofr/sdxl-emoji/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","fofr · sticker-maker","fofr/sticker-maker","version=4acb778eb059772225ec213948f0660867b2e03f277448f18cf1800b96a65a1a","固定版本","4acb778eb059772225ec213948f0660867b2e03f277448f18cf1800b96a65a1a","2026-09-21","https://replicate.com/fofr/sticker-maker/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","imagen-3","google/imagen-3","/v1/models/google/imagen-3/predictions","滚动别名","0fea808da93201a1321c74d6c5b670ff9e41d396e8e1b6b3d490705e299dcf2a","2026-09-21","https://replicate.com/google/imagen-3/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","imagen-3-fast","google/imagen-3-fast","/v1/models/google/imagen-3-fast/predictions","滚动别名","61dc3f4044b38e1acfb241fb969c9f0b02f2d91c2936a9cb6587f86305d10911","2026-09-21","https://replicate.com/google/imagen-3-fast/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","imagen-4","google/imagen-4","/v1/models/google/imagen-4/predictions","滚动别名","d9f1c9757be0d312447809620829ef5c046d3af0490276a590ec4c9acb6e7af4","2026-09-21","https://replicate.com/google/imagen-4/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","imagen-4-fast","google/imagen-4-fast","/v1/models/google/imagen-4-fast/predictions","滚动别名","e0a0441491faed8846ad0885f8d833812a129c7aca3e76917d42124a22df80d5","2026-09-21","https://replicate.com/google/imagen-4-fast/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","imagen-4-ultra","google/imagen-4-ultra","/v1/models/google/imagen-4-ultra/predictions","滚动别名","f9ead291a2eac82fcfa17c26500081800af685d332733334abb1295d3ecda764","2026-09-21","https://replicate.com/google/imagen-4-ultra/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","nano-banana","google/nano-banana","/v1/models/google/nano-banana/predictions","滚动别名","f06701d64b8bfef0607a6376ae042b736d8a7fac227a80be7d60167557c6490d","2026-09-21","https://replicate.com/google/nano-banana/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","nano-banana-2","google/nano-banana-2","/v1/models/google/nano-banana-2/predictions","滚动别名","4f46f3b77eb3a5e258e1e6d6774c481483a845af35ae70144a0788100df4a04e","2026-09-21","https://replicate.com/google/nano-banana-2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Nano Banana 2 Lite","google/nano-banana-2-lite","/v1/models/google/nano-banana-2-lite/predictions","滚动别名","cc31830e085d466cf73290702b327307b38495cfad80bfb4dde81ba57635fae0","2026-09-21","https://replicate.com/google/nano-banana-2-lite/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","nano-banana-pro","google/nano-banana-pro","/v1/models/google/nano-banana-pro/predictions","滚动别名","3bd6cd8d6d4b4edb0462b0735ed6442c183df7b8556d0e706c6ce92454af47ac","2026-09-21","https://replicate.com/google/nano-banana-pro/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v2","ideogram-ai/ideogram-v2","/v1/models/ideogram-ai/ideogram-v2/predictions","滚动别名","c056cfe0510a7216cfe7f0408cd238903565bd8ad678c9742e6cd899b331ae75","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v2-turbo","ideogram-ai/ideogram-v2-turbo","/v1/models/ideogram-ai/ideogram-v2-turbo/predictions","滚动别名","7ea5f1de74523a43012254cd2cd615c2348f53be21da209a34af9ca7c85a9133","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v2-turbo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v2a","ideogram-ai/ideogram-v2a","/v1/models/ideogram-ai/ideogram-v2a/predictions","滚动别名","b8de697365b120d8a6753d5591b17e644bc2a573ac812322a001351d0fcf06db","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v2a/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v2a-turbo","ideogram-ai/ideogram-v2a-turbo","/v1/models/ideogram-ai/ideogram-v2a-turbo/predictions","滚动别名","6d3ec4611156f1b12566fe36845d66b3976829bf5f89b6969e980b8bfa349feb","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v2a-turbo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v3-balanced","ideogram-ai/ideogram-v3-balanced","/v1/models/ideogram-ai/ideogram-v3-balanced/predictions","滚动别名","cc4888f59f3f50b0e2710f33fa6c56561f6e94f9a6d97416db24ee4006c79bb6","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v3-balanced/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v3-quality","ideogram-ai/ideogram-v3-quality","/v1/models/ideogram-ai/ideogram-v3-quality/predictions","滚动别名","8adf7f10dd41f1e908450d011039034b4a1634edc8738301be4a3c134c17eb11","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v3-quality/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","ideogram-v3-turbo","ideogram-ai/ideogram-v3-turbo","/v1/models/ideogram-ai/ideogram-v3-turbo/predictions","滚动别名","7ffb61dbf622cfde6a84ad00c40a18d2f2c883bc841759056b6c4a247f04d1c9","2026-09-21","https://replicate.com/ideogram-ai/ideogram-v3-turbo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","krea-2-medium","krea/krea-2-medium","/v1/models/krea/krea-2-medium/predictions","滚动别名","29b5a1a76584fe27a7499a7d9eef7f956a363a99bbebf0d836a04b9a10baf0ea","2026-09-21","https://replicate.com/krea/krea-2-medium/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","lucid-origin","leonardoai/lucid-origin","/v1/models/leonardoai/lucid-origin/predictions","滚动别名","13e26880d707196a1abd431bada1c6db2caa9a8b0ccc9d5e8aa8545d1e991ed8","2026-09-21","https://replicate.com/leonardoai/lucid-origin/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","lucataco · dreamshaper-xl-turbo","lucataco/dreamshaper-xl-turbo","version=0a1710e0187b01a255302738ca0158ff02a22f4638679533e111082f9dd1b615","固定版本","0a1710e0187b01a255302738ca0158ff02a22f4638679533e111082f9dd1b615","2026-09-21","https://replicate.com/lucataco/dreamshaper-xl-turbo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","lucataco · omnigen2","lucataco/omnigen2","version=5b9ea1d0821a60be9c861ebfc3513d121ecd8cab1932d3aa8d703e517988502e","固定版本","5b9ea1d0821a60be9c861ebfc3513d121ecd8cab1932d3aa8d703e517988502e","2026-09-21","https://replicate.com/lucataco/omnigen2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","lucataco · open-dalle-v1.1","lucataco/open-dalle-v1.1","version=1c7d4c8dec39c7306df7794b28419078cb9d18b9213ab1c21fdc46a1deca0144","固定版本","1c7d4c8dec39c7306df7794b28419078cb9d18b9213ab1c21fdc46a1deca0144","2026-09-21","https://replicate.com/lucataco/open-dalle-v1.1/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","lucataco · realistic-vision-v5.1","lucataco/realistic-vision-v5.1","version=2c8e954decbf70b7607a4414e5785ef9e4de4b8c51d50fb8b8b349160e0ef6bb","固定版本","2c8e954decbf70b7607a4414e5785ef9e4de4b8c51d50fb8b8b349160e0ef6bb","2026-09-21","https://replicate.com/lucataco/realistic-vision-v5.1/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","lucataco · ssd-1b","lucataco/ssd-1b","version=b19e3639452c59ce8295b82aba70a231404cb062f2eb580ea894b31e8ce5bbb6","固定版本","b19e3639452c59ce8295b82aba70a231404cb062f2eb580ea894b31e8ce5bbb6","2026-09-21","https://replicate.com/lucataco/ssd-1b/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","photon","luma/photon","/v1/models/luma/photon/predictions","滚动别名","628869c8ed172adfede08dbd782707393e89f94b62a2e09cfc6a5352adaf92c4","2026-09-21","https://replicate.com/luma/photon/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","photon-flash","luma/photon-flash","/v1/models/luma/photon-flash/predictions","滚动别名","634615fcda11029d76e0750f820fed09148739611ee58e1d70929171e67bad61","2026-09-21","https://replicate.com/luma/photon-flash/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","image-01","minimax/image-01","/v1/models/minimax/image-01/predictions","滚动别名","930e2f45ea131525e9b60874ee23246474cadd682d3b0330eaa963e8df1c12f7","2026-09-21","https://replicate.com/minimax/image-01/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","sana","nvidia/sana","version=c6b5d2b7459910fec94432e9e1203c3cdce92d6db20f714f1355747990b52fa6","固定版本","c6b5d2b7459910fec94432e9e1203c3cdce92d6db20f714f1355747990b52fa6","2026-09-21","https://replicate.com/nvidia/sana/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","sana-sprint-1.6b","nvidia/sana-sprint-1.6b","version=038aee6907b53a5c148780983e39a50ce7cd0747b4e2642e78387f48cf36039a","固定版本","038aee6907b53a5c148780983e39a50ce7cd0747b4e2642e78387f48cf36039a","2026-09-21","https://replicate.com/nvidia/sana-sprint-1.6b/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","GPT-image-1.5","openai/gpt-image-1.5","/v1/models/openai/gpt-image-1.5/predictions","滚动别名","5c969e2636a0d60206cb7adaf175f7138ad3767e229114cb5d4d509646cee9e2","2026-09-21","https://replicate.com/openai/gpt-image-1.5/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","GPT-image-2","openai/gpt-image-2","/v1/models/openai/gpt-image-2/predictions","滚动别名","682c51617c21f8832465609b591df96a7c61d7a239d3f93b1f3947fca6285dfd","2026-09-21","https://replicate.com/openai/gpt-image-2/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","GPT Image 2.5 Flare","openai/gpt-image-2.5-flare","/v1/models/openai/gpt-image-2.5-flare/predictions","滚动别名","7c4ab75f9181a52c41944e4555c3b950930d563fadc64cf44ebc6e52e3d09734","2026-09-21","https://replicate.com/openai/gpt-image-2.5-flare/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","GPT Image 2.5 Sunburst","openai/gpt-image-2.5-sunburst","/v1/models/openai/gpt-image-2.5-sunburst/predictions","滚动别名","8cae49fd0420d6164876b92eea95b8990e13b0e8b2c8cd96bf0678388c28a8be","2026-09-21","https://replicate.com/openai/gpt-image-2.5-sunburst/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","playground-v2.5-1024px-aesthetic","playgroundai/playground-v2.5-1024px-aesthetic","version=a45f82a1382bed5c7aeb861dac7c7d191b0fdf74d8d57c4a0e6ed7d4d0bf7d24","固定版本","a45f82a1382bed5c7aeb861dac7c7d191b0fdf74d8d57c4a0e6ed7d4d0bf7d24","2026-09-21","https://replicate.com/playgroundai/playground-v2.5-1024px-aesthetic/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","FLUX-fast","prunaai/flux-fast","/v1/models/prunaai/flux-fast/predictions","滚动别名","4f22c6cd75e0f95f12f55d1616a4d163e9166087ed4979f5cecc40418a522703","2026-09-21","https://replicate.com/prunaai/flux-fast/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","FLUX-kontext-fast","prunaai/flux-kontext-fast","/v1/models/prunaai/flux-kontext-fast/predictions","滚动别名","6efb57153457f8c51fb813c6d15f45d896f1916dd7d732af49d6a4b09488e2a6","2026-09-21","https://replicate.com/prunaai/flux-kontext-fast/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","hidream-l1-dev","prunaai/hidream-l1-dev","version=4dfcd146c0def4812455415f55556f6bc84025dcb15193cf1977f01bd384d191","固定版本","4dfcd146c0def4812455415f55556f6bc84025dcb15193cf1977f01bd384d191","2026-09-21","https://replicate.com/prunaai/hidream-l1-dev/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","hidream-l1-fast","prunaai/hidream-l1-fast","/v1/models/prunaai/hidream-l1-fast/predictions","滚动别名","cae8ff080ba910ce55c802520086c78e0cf99e264f508cfff28d171d67e78e16","2026-09-21","https://replicate.com/prunaai/hidream-l1-fast/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","hidream-l1-full","prunaai/hidream-l1-full","version=03d58532fd29e39fd2ed80e86c3da1cebec28ef2734081cf1366710d30388f42","固定版本","03d58532fd29e39fd2ed80e86c3da1cebec28ef2734081cf1366710d30388f42","2026-09-21","https://replicate.com/prunaai/hidream-l1-full/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","p-image","prunaai/p-image","/v1/models/prunaai/p-image/predictions","滚动别名","10b739c5e107d9684e9e7eca6f443ab0861bd526af50a03cf42d6210b36684b7","2026-09-21","https://replicate.com/prunaai/p-image/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","p-image-edit","prunaai/p-image-edit","/v1/models/prunaai/p-image-edit/predictions","滚动别名","64b785b9c9054007da5e37418481f561193c21b5a5894279f6ea02bfe528dcc8","2026-09-21","https://replicate.com/prunaai/p-image-edit/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","p-image-ideogram","prunaai/p-image-ideogram","/v1/models/prunaai/p-image-ideogram/predictions","滚动别名","c04e2a38bd6773283f9144c528805ba1f96daecc4f7560243ebd7ee1cfd80c16","2026-09-21","https://replicate.com/prunaai/p-image-ideogram/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","p-image-lora","prunaai/p-image-lora","/v1/models/prunaai/p-image-lora/predictions","滚动别名","877c717033ffe51c04c455767169444230ca517960c6eafcbd587427ba1edd1f","2026-09-21","https://replicate.com/prunaai/p-image-lora/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","sdxl-lightning","prunaai/sdxl-lightning","version=123d4264aec4d1c81d8bf142e0d90d6fd4c346f1a869406019f6d1653882d7c3","固定版本","123d4264aec4d1c81d8bf142e0d90d6fd4c346f1a869406019f6d1653882d7c3","2026-09-21","https://replicate.com/prunaai/sdxl-lightning/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","平台请求固定 version 哈希；保留原调用版本，不因最新 schema 哈希不同而升级。"
"Replicate","wan-2.2-image","prunaai/wan-2.2-image","/v1/models/prunaai/wan-2.2-image/predictions","滚动别名","60073daec17ae092bcecb13139248c250ce039729be262ebd5c758e8d6af4b5c","2026-09-21","https://replicate.com/prunaai/wan-2.2-image/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","z-image-turbo","prunaai/z-image-turbo","/v1/models/prunaai/z-image-turbo/predictions","滚动别名","e2e4026056d5b1a80fa5f9f2fa27cd3b868eab220ba99402c5321362de0ee92a","2026-09-21","https://replicate.com/prunaai/z-image-turbo/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Qwen-image","qwen/qwen-image","/v1/models/qwen/qwen-image/predictions","滚动别名","8b89d9a37e58f1728afe8042e3d0ff060379b5ffdb7b2efc9e22b9cd5dc36d8e","2026-09-21","https://replicate.com/qwen/qwen-image/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Qwen-image-edit","qwen/qwen-image-edit","/v1/models/qwen/qwen-image-edit/predictions","滚动别名","cd8031e16f7fa0569600ce2b4d882519c8446c95bc2f74162efdd0fb189e6a71","2026-09-21","https://replicate.com/qwen/qwen-image-edit/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
"Replicate","Qwen-image-edit-plus","qwen/qwen-image-edit-plus","/v1/models/qwen/qwen-image-edit-plus/predictions","滚动别名","3ad3628c0f8fd7632244ff201ee4947a04d505e446b34e7c861ffae612c075ca","2026-09-21","https://replicate.com/qwen/qwen-image-edit-plus/api/schema ; https://replicate.com/docs/topics/models/versions","exact-id","静态可选","调用 versionless 模型端点；版本为本轮公开 schema 的 version.id，非请求固定版本。"
