auditList,provider,id,resolvedId,decision,roles,protocol,regions,imageGeneration,imageEditing,maxReferenceImages,providerMaxReferenceImages,resolutions,refineResolutions,aspectRatios,refineAspectRatios,expirationDate,earliestRetirementDate,reason,source
05-openrouter-text,openrouter,google/gemini-2.5-flash-lite:batch,google/gemini-2.5-flash-lite:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-235b-a22b-2507,qwen/qwen3-235b-a22b-2507,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,moonshotai/kimi-k2,moonshotai/kimi-k2,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,cognitivecomputations/dolphin-mistral-24b-venice-edition,cognitivecomputations/dolphin-mistral-24b-venice-edition,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hunyuan-a13b-instruct,tencent/hunyuan-a13b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,morph/morph-v3-large,morph/morph-v3-large,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,morph/morph-v3-fast,morph/morph-v3-fast,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,baidu/ernie-4.5-vl-424b-a47b,baidu/ernie-4.5-vl-424b-a47b,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-small-3.2-24b-instruct,mistralai/mistral-small-3.2-24b-instruct,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,minimax/minimax-m1,minimax/minimax-m1,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-flash,google/gemini-2.5-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-flash:batch,google/gemini-2.5-flash:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-pro,google/gemini-2.5-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-pro:batch,google/gemini-2.5-pro:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3-pro,openai/o3-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-pro-preview,google/gemini-2.5-pro-preview,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-opus-4,anthropic/claude-opus-4,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-medium-3,mistralai/mistral-medium-3,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-2.5-pro-preview-05-06,google/gemini-2.5-pro-preview-05-06,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-guard-4-12b,meta-llama/llama-guard-4-12b,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-30b-a3b,qwen/qwen3-30b-a3b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-8b,qwen/qwen3-8b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-14b,qwen/qwen3-14b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-32b,qwen/qwen3-32b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3-235b-a22b,qwen/qwen3-235b-a22b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o4-mini-high,openai/o4-mini-high,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3,openai/o3,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3:batch,openai/o3:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o4-mini,openai/o4-mini,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o4-mini:batch,openai/o4-mini:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1,openai/gpt-4.1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1:batch,openai/gpt-4.1:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1-mini,openai/gpt-4.1-mini,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1-mini:batch,openai/gpt-4.1-mini:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1-nano,openai/gpt-4.1-nano,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4.1-nano:batch,openai/gpt-4.1-nano:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-4-maverick,meta-llama/llama-4-maverick,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-4-scout,meta-llama/llama-4-scout,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-chat-v3-0324,deepseek/deepseek-chat-v3-0324,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o1-pro,openai/o1-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-small-3.1-24b-instruct,mistralai/mistral-small-3.1-24b-instruct,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemma-3-4b-it,google/gemma-3-4b-it,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemma-3-12b-it,google/gemma-3-12b-it,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,cohere/command-a,cohere/command-a,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,rekaai/reka-flash-3,rekaai/reka-flash-3,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemma-3-27b-it,google/gemma-3-27b-it,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thedrummer/skyfall-36b-v2,thedrummer/skyfall-36b-v2,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,perplexity/sonar-reasoning-pro,perplexity/sonar-reasoning-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,perplexity/sonar-pro,perplexity/sonar-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,perplexity/sonar-deep-research,perplexity/sonar-deep-research,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-saba,mistralai/mistral-saba,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3-mini-high,openai/o3-mini-high,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,aion-labs/aion-rp-llama-3.1-8b,aion-labs/aion-rp-llama-3.1-8b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen2.5-vl-72b-instruct,qwen/qwen2.5-vl-72b-instruct,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen-plus,qwen/qwen-plus,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3-mini,openai/o3-mini,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o3-mini:batch,openai/o3-mini:batch,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-small-24b-instruct-2501,mistralai/mistral-small-24b-instruct-2501,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,perplexity/sonar,perplexity/sonar,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-r1,deepseek/deepseek-r1,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,minimax/minimax-01,minimax/minimax-01,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,microsoft/phi-4,microsoft/phi-4,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-chat,deepseek/deepseek-chat,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,sao10k/l3.3-euryale-70b,sao10k/l3.3-euryale-70b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/o1,openai/o1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,cohere/command-r7b-12-2024,cohere/command-r7b-12-2024,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,amazon/nova-lite-v1,amazon/nova-lite-v1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,amazon/nova-micro-v1,amazon/nova-micro-v1,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,amazon/nova-pro-v1,amazon/nova-pro-v1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-2024-11-20,openai/gpt-4o-2024-11-20,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-large-2407,mistralai/mistral-large-2407,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thedrummer/unslopnemo-12b,thedrummer/unslopnemo-12b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-3.2-1b-instruct,meta-llama/llama-3.2-1b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-3.2-3b-instruct,meta-llama/llama-3.2-3b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,cohere/command-r-08-2024,cohere/command-r-08-2024,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,cohere/command-r-plus-08-2024,cohere/command-r-plus-08-2024,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,sao10k/l3.1-euryale-70b,sao10k/l3.1-euryale-70b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,nousresearch/hermes-3-llama-3.1-70b,nousresearch/hermes-3-llama-3.1-70b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,nousresearch/hermes-3-llama-3.1-405b,nousresearch/hermes-3-llama-3.1-405b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,sao10k/l3-lunaris-8b,sao10k/l3-lunaris-8b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-2024-08-06,openai/gpt-4o-2024-08-06,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-3.1-70b-instruct,meta-llama/llama-3.1-70b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mistral-nemo,mistralai/mistral-nemo,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-mini,openai/gpt-4o-mini,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-mini-2024-07-18,openai/gpt-4o-mini-2024-07-18,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-mini:batch,openai/gpt-4o-mini:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemma-2-27b-it,google/gemma-2-27b-it,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o,openai/gpt-4o,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4o:batch,openai/gpt-4o:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,microsoft/wizardlm-2-8x22b,microsoft/wizardlm-2-8x22b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4-turbo,openai/gpt-4-turbo,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-4-turbo:batch,openai/gpt-4-turbo:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-3-haiku,anthropic/claude-3-haiku,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
