"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","openrouter","moonshotai/kimi-k2.5","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","moonshotai/kimi-k2.5","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","upstage/solar-pro-3","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""minimal"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":false},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","minimax/minimax-m2-her","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","writer/palmyra-x5","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-audio","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-audio-mini","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-4.7-flash","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-codex","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-codex","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","bytedance-seed/seed-1.6-flash","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","bytedance-seed/seed-1.6-flash","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","bytedance-seed/seed-1.6","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","bytedance-seed/seed-1.6","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","minimax/minimax-m2.1","main","openrouter-chat-completions","fixed","","[]","[]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[""Mandatory reasoning with no exposed effort/budget enum.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-4.7","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3-flash-preview","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3-flash-preview","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""minimal""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3-flash-preview:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nvidia/nemotron-3-nano-30b-a3b","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-chat","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-chat","vision","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-pro","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-pro","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2-pro:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.2:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/devstral-2512","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","relace/relace-search","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-4.6v","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-4.6v","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openrouter/bodybuilder","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.1-codex-max","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.1-codex-max","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","amazon/nova-2-lite-v1","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","amazon/nova-2-lite-v1","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-14b-2512","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-14b-2512","vision","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-8b-2512","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-8b-2512","vision","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-8b-2512:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-3b-2512","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/ministral-3b-2512","vision","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","mistralai/mistral-large-2512:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","deepseek/deepseek-v3.2","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":false}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","anthropic/claude-opus-4.5","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","anthropic/claude-opus-4.5","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":null}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","anthropic/claude-opus-4.5:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3-pro-image-preview","main","openrouter-chat-completions","fixed","","[]","[]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[""Mandatory reasoning with no exposed effort/budget enum.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","google/gemini-3-pro-image-preview","vision","openrouter-chat-completions","fixed","","[]","[]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[""Mandatory reasoning with no exposed effort/budget enum.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.1","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""none""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.1","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""none""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-5.1:batch","out-of-scope","openrouter-chat-completions","unconfirmed","","[]","[]","[""text""]","[]","[]","[""Batch-only ID is excluded from current synchronous Chat transport.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
