API渠道,API ID,研发方,版本性质,地区,角色,协议,输入,输出,官方图数声明,产品图数,生命周期,接入决定,原因,官方来源
百度千帆,Qianfan-Chinese-Llama-2-7B【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen2.5-VL-32B-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-13"", ""retirementDate"": ""2026-05-20"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-0.6B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-13"", ""retirementDate"": ""2026-05-20"", ""replacementLabel"": ""ERNIE-4.5-0.3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-1.7B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-13"", ""retirementDate"": ""2026-05-20"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-4B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-13"", ""retirementDate"": ""2026-05-20"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-R1    250120版本,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-27"", ""retirementDate"": ""2026-04-28"", ""replacementLabel"": ""DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MiniMax-M2.1,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""MiniMax-M2.5""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen2.5-7B-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen2.5-VL-7B-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""Qwen3.5-35B-A3B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,QwQ-32B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""Qwen3.5-27B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,gme-Qwen2-VL-2B-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-21B-A3B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-21B-A3B-Thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-X1-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-VL-28B-A3B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-VL""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Character-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-Turbo-VL-32K-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-VL-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-Turbo-VL-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-VL""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-Turbo-128K-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-LiteV-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-4.5-Turbo-VL""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Functions-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-X1-Turbo-Latest,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""ERNIE-X1-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Llama-VL-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-23"", ""retirementDate"": ""2026-04-23"", ""replacementLabel"": ""Qianfan-VL-8B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GLM-4.7,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-03-02"", ""retirementDate"": ""2026-04-02"", ""replacementLabel"": ""GLM-5""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Lightning-128B-A19B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-27"", ""retirementDate"": ""2026-02-27"", ""replacementLabel"": ""DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Kimi-K2-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-25"", ""retirementDate"": ""2026-03-26"", ""replacementLabel"": ""Kimi-K2.5""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.1-Turbo-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-06"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.1-Lite-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-06"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.0-Pro-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-06"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MMuseSteamer-2.0-Turbo-I2V-Effect,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-06"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.0-Turbo-I2V-Audio,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-06"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-Turbo-Latest,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-03"", ""retirementDate"": ""2026-02-26"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-Turbo-VL-Latest,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-02-03"", ""retirementDate"": ""2026-02-26"", ""replacementLabel"": ""ERNIE-4.5-Turbo-VL""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.0-Turbo-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-01-29"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""MuseSteamer-2.1-Turbo-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,MuseSteamer-2.0-Lite-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-01-29"", ""retirementDate"": ""2026-02-06"", ""replacementLabel"": ""MuseSteamer-2.1-Lite-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Lite-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""ERNIE-Lite-Pro-128K   DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Speed-128K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""ERNIE-Speed-Pro-128K   DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Speed-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""ERNIE-Speed-Pro-128K   DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Tiny-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""DeepSeek-V3   ERNIE-4.5-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GPT-OSS-20B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""DeepSeek-V3.1  ERNIE-X1-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GPT-OSS-120B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""DeepSeek-V3.1 ERNIE-X1-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-235B-A22B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""Qwen3-235B-A22B-Instruct-2507   Qwen3-235B-A22B-Thinking-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Speed-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""DeepSeek-V3.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Speed-32K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2026-1-27"", ""replacementLabel"": ""DeepSeek-V3.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-30B-A3B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-20"", ""replacementLabel"": ""Qwen3-30B-A3B-Instruct-2507   Qwen3-30B-A3B-Thinking-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-20"", ""replacementLabel"": ""DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-20"", ""replacementLabel"": ""DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,QianfanHuijin-Reason-8B-32K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-20"", ""replacementLabel"": ""DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,QianfanHuijin-70B-32K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-12-18"", ""retirementDate"": ""2026-1-20"", ""replacementLabel"": ""DeepSeek-V3""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Character-Fiction-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""DeepSeek-V3.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-iRAG,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""Qwen-Image""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Intent-32K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""DeepSeek-V3.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Lite-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""DeepSeek-V3.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Wan-2.1-T2V-14B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""MuseSteamer-2.0-Pro-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Wan-2.1-I2V-14B-720P,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""MuseSteamer-2.0-Pro-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Wan-2.1-I2V-14B-480P,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""MuseSteamer-2.0-Pro-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Wan-2.1-StartEnd2Video-14B-720P,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-21"", ""retirementDate"": ""2025-12-23"", ""replacementLabel"": ""MuseSteamer-2.0-Pro-I2V""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Chinese-Llama-2-13B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-30B-A3B-Instruct-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Meta-Llama-3-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qianfan-8B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Meta-Llama-3-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qianfan-70B""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Novel-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Ernie-4.5-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Character-Fiction-8K-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Ernie-4.5-Turbo-32K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-VL2,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-8B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-VL2-Small,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-8B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-R1-Distill-Llama-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-Next-80B-A3B-Thinking""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-R1-Distill-Qianfan-Llama-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-Next-80B-A3B-Thinking""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-R1-Distill-Qianfan-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-Next-80B-A3B-Thinking""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,DeepSeek-R1-Distill-Qianfan-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-30B-A3B-Thinking-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Llama-4-Scout-17B-16E-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-30B-A3B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Llama-4-Maverick-17B-128E-Instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-30B-A3B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GLM-Z1-Rumination-32B-0414,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-30B-A3B-Thinking-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GLM-Z1-32B-0414,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-30B-A3B-Thinking-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GLM-4-32B-0414,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-30B-A3B-Instruct-2507""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,GLM-4.5V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-32B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,InternVL3-1B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-8B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,InternVL3-14B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-8B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,InternVL2_5-38B-MPO,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2025-11-10"", ""retirementDate"": ""2025-12-11"", ""replacementLabel"": ""Qwen3-VL-32B-Instruct""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
